ArtistName,SourceId,ExpectedMbid,ChosenMbid,Decision,Correct,Confidence,Margin,ApiCalls,ElapsedMs,Error
!!!,f8f5dad971be4a709892f741debaea14,f26c72d3-e52c-467b-b651-679c73d8e1a7,f26c72d3-e52c-467b-b651-679c73d8e1a7,needs_review,True,0.9707,3.5000,4,386,
#1 Dads,b7d59c6ee97a43ef94514576ee261c4f,7aaf9000-eceb-4290-b38d-8cb4242c7730,7aaf9000-eceb-4290-b38d-8cb4242c7730,needs_review,True,0.5000,0.0000,25,2389,
'Til Tuesday,c33fa242a9cb42b3b206b35c116e2920,8cf8869d-e066-4c94-b734-fe05749badf0,8cf8869d-e066-4c94-b734-fe05749badf0,needs_review,True,0.9707,3.5000,3,373,
(US 2) David Siegel,af574e2f818443129ca0c64c6e04634d,15b0fc63-c1fa-4b53-8eaa-8416d0de1d78,15b0fc63-c1fa-4b53-8eaa-8416d0de1d78,needs_review,True,0.9707,3.5000,4,441,
*NSYNC,9533f9eb8c9e44968a4d1870df1e2c33,603ba565-3967-4be1-931e-9cb945394e86,603ba565-3967-4be1-931e-9cb945394e86,needs_review,True,0.9707,3.5000,3,330,
070 Shake,e9d6f4c30b304dc2ad4a1bfbb82a76d7,741dbc8e-1cd5-4a66-b2b8-43bbad87ae12,741dbc8e-1cd5-4a66-b2b8-43bbad87ae12,needs_review,True,0.9707,3.5000,3,408,
1 Giant Leap,967452bb52e24d4ba6083508ae180f2a,3eff5a3a-b011-4da3-81fe-bc8d4a11b28c,3eff5a3a-b011-4da3-81fe-bc8d4a11b28c,needs_review,True,0.8581,1.8000,4,411,
"10,000 Maniacs",7ce085db62b34a61b76f3fb91af58fd1,b9a06530-1241-4162-836f-7b8e79deaa58,b9a06530-1241-4162-836f-7b8e79deaa58,needs_review,True,0.8581,1.8000,4,430,
10cc,601d314652464f0b9833e82ed960fd05,f37c537b-3557-4031-bfd6-ab63ced32854,f37c537b-3557-4031-bfd6-ab63ced32854,needs_review,True,0.8581,1.8000,4,454,
112,88eebe55b6454286adb0d2f6feb18058,9132d515-dc0e-4494-85ae-20f06eed14f9,9132d515-dc0e-4494-85ae-20f06eed14f9,needs_review,True,0.6225,0.5000,15,1926,
1200 Techniques,faaf312756ad41b8a7c48aade36d4b14,e89b06b0-310d-4448-9376-e2ec56e17145,e89b06b0-310d-4448-9376-e2ec56e17145,needs_review,True,0.9707,3.5000,3,262,
13th Floor Elevators,207e5ae04ede46ee83d155112c8e30ad,1964494f-9f1a-41c1-b054-80ef3b95025c,1964494f-9f1a-41c1-b054-80ef3b95025c,needs_review,True,0.9707,3.5000,3,339,
1910 Fruitgum Co.,16eedd9ecbfa46f2b0f16f0663f60bf8,69d0a377-e815-43a7-a8bb-f74ca4ead721,69d0a377-e815-43a7-a8bb-f74ca4ead721,needs_review,True,0.8581,1.8000,4,341,
1919,73dfe94da77045689ca1d032849bca45,dca0d1d9-e9f6-439e-8567-96da7ada6611,dca0d1d9-e9f6-439e-8567-96da7ada6611,needs_review,True,0.8581,1.8000,5,455,
1979,5edac270312e47f8962cc1891414c8d5,8e74c16f-7370-41dd-bcb9-dbabe5499770,8e74c16f-7370-41dd-bcb9-dbabe5499770,needs_review,True,0.5000,0.0000,11,933,
1990s,dfc9449a20d74bc2b593274fe4336210,007dbf51-6ee0-4038-8e90-94a954e25ca3,007dbf51-6ee0-4038-8e90-94a954e25ca3,needs_review,True,0.9707,3.5000,3,256,
2 Bad Mice,0bfb68890b944f0281d3276719f09fff,ac3a4610-ddc0-4b65-96dd-d7f9faf85eb5,ac3a4610-ddc0-4b65-96dd-d7f9faf85eb5,needs_review,True,0.8581,1.8000,4,367,
2 Bigg,e6636dc805d74ae9ba22a1555cc0b16c,4dd7c4f8-af46-41c1-bb43-340bca3e3bfe,4dd7c4f8-af46-41c1-bb43-340bca3e3bfe,needs_review,True,0.5000,0.0000,17,1526,
2 Brothers,fcfbd0eeaaac4b989f5fbcec15fa48c2,fe005358-c717-4ef7-97f1-3d646b65a43d,ee702d15-3b26-41c6-b821-8b298ff505bc,needs_review,False,0.9707,3.5000,8,788,
2 Chainz,566c578273694a8f889afe9b2839db91,dff0d392-4cd5-4052-9fbb-f485df3891e5,dff0d392-4cd5-4052-9fbb-f485df3891e5,needs_review,True,0.8581,1.8000,4,479,
2 Funky 2,c7c4e2034b42491eaf69032f2124124c,33a1ec2f-79fa-4217-a804-42ed641053c2,33a1ec2f-79fa-4217-a804-42ed641053c2,needs_review,True,0.5000,0.0000,15,1027,
2 in a Room,630294781b7f481e8ab3ab8fef9d6f35,98a62678-8db1-4bd5-add8-f24b198cdba8,98a62678-8db1-4bd5-add8-f24b198cdba8,needs_review,True,0.9707,3.5000,3,330,
2 Live Crew,5578ea17f42e45a19925829308a5941b,5cab4a1f-9797-42eb-9346-f5f375262a4a,5cab4a1f-9797-42eb-9346-f5f375262a4a,needs_review,True,0.8581,1.8000,4,374,
2 Unlimited,e190d584452a4fa4bd00efa8c2fefa35,515b236c-cce1-4dc2-aedd-50de7b1736e2,515b236c-cce1-4dc2-aedd-50de7b1736e2,needs_review,True,0.9707,3.5000,3,323,
21 Savage,6741f5345c8141cbb6689858c6ff3764,37b2cb82-ef79-4d46-a184-a549450aa231,37b2cb82-ef79-4d46-a184-a549450aa231,needs_review,True,0.9707,3.5000,4,448,
220 KID,10389bfd2dd4464c8a9378087fd68a30,6cd22c08-e353-4d47-ace7-84a2418a13b8,6cd22c08-e353-4d47-ace7-84a2418a13b8,needs_review,True,0.5000,0.0000,36,3450,
24kGoldn,a042e72b2a56408b9556f5bcff943775,0fe5df51-ba65-4784-ba85-7d024a107a8a,0fe5df51-ba65-4784-ba85-7d024a107a8a,needs_review,True,0.5000,0.0000,48,4751,
28 Days,9b6d0c60b2c64033a6b25c5d325db532,690c818f-a578-4e04-834a-a94dac6e3759,690c818f-a578-4e04-834a-a94dac6e3759,needs_review,True,0.9707,3.5000,4,370,
2CELLOS,61a2d32fdeab446b82171ebcfd647c6b,c8e94c78-0e17-4d9a-b1f6-96e1b22ebe97,c8e94c78-0e17-4d9a-b1f6-96e1b22ebe97,needs_review,True,0.8581,1.8000,5,575,
2D,fc820db1e3d6426c83d359970309c6e8,dd2f60c7-13c6-47af-ab16-218fe247f606,583f2f7b-a29d-4378-9e7c-454d114be30d,needs_review,False,0.5000,0.0000,37,3873,
2Pac,7e62dc0cb4ed44119821bd6bd2b27904,382f1005-e9ab-4684-afd4-0bdae4ee37f2,382f1005-e9ab-4684-afd4-0bdae4ee37f2,needs_review,True,0.8581,1.8000,4,412,
2Play,d4e49f409afa48e7864f54e8cd69fc9f,e7fe1e9e-6e11-4ca0-bd5a-d1e16f8307e4,e7fe1e9e-6e11-4ca0-bd5a-d1e16f8307e4,needs_review,True,0.9707,3.5000,4,395,
2wo Third3,23c7eabd0926425cb39120b34dbb5448,3da9422f-6457-4bca-8547-3ec7bfed8c97,3da9422f-6457-4bca-8547-3ec7bfed8c97,needs_review,True,0.9707,3.5000,3,256,
3 Doors Down,1a1a662e2b2a494090b094aaf9b1b66f,2386cd66-e923-4e8e-bf14-2eebe2e9b973,2386cd66-e923-4e8e-bf14-2eebe2e9b973,needs_review,True,0.8581,1.8000,4,400,
3 of a Kind,d4b5c8d001144e69a70da5cafeb098d6,6ea8d466-8d1a-41e1-b3b0-e4f34b6bfa39,6ea8d466-8d1a-41e1-b3b0-e4f34b6bfa39,needs_review,True,0.8581,1.8000,4,295,
311,d93c5d8d82ed40da93cc04568b4ea27a,bf600e2b-dc2d-4839-a1be-6ebef4087cd0,bf600e2b-dc2d-4839-a1be-6ebef4087cd0,needs_review,True,0.8581,1.8000,4,344,
38 Special,75aaf19ecc934ab7a704b337741e1a91,0330a83d-f61e-4989-adb3-afce3943c3ba,0330a83d-f61e-4989-adb3-afce3943c3ba,needs_review,True,0.9707,3.5000,3,329,
3OH!3,57e1df20df8448da86864d6d4e958ff3,125948ec-7f91-4d1a-8b83-accbf50fae3d,125948ec-7f91-4d1a-8b83-accbf50fae3d,needs_review,True,0.8581,1.8000,4,315,
3T,9a4d8dff92b543cbace1662d44a862cf,8275ed69-a0f8-4bad-b6e0-2c57d306e593,8275ed69-a0f8-4bad-b6e0-2c57d306e593,needs_review,True,0.8581,1.8000,4,549,
4 Non Blondes,2b4c42e8dcfa41a0a42fdc596fa18345,efef848b-63e4-4323-8ef7-69a48fbdd51d,efef848b-63e4-4323-8ef7-69a48fbdd51d,needs_review,True,0.9707,3.5000,3,385,
4 Strings,8155f5e319d74431a8a0123d61d9a5b8,fa6521a7-56b5-4e56-b946-fda469becba9,fa6521a7-56b5-4e56-b946-fda469becba9,needs_review,True,0.9707,3.5000,3,297,
4 Wings,f27b5f3b95144cb690610b53cded514b,e308462d-796d-438e-8b07-e1588b4ffb99,e308462d-796d-438e-8b07-e1588b4ffb99,needs_review,True,0.9707,3.5000,3,262,
40,dd547722f5254782a9e3fe5439dc4337,9759df23-f2a5-4887-8926-e62ef15d7e6c,9759df23-f2a5-4887-8926-e62ef15d7e6c,needs_review,True,0.9707,3.5000,15,1506,
40 Thevz,9183c291f7ca47d393999734de1a3b4f,4f5054a0-f3c0-42e5-87e0-72c2c207a344,4f5054a0-f3c0-42e5-87e0-72c2c207a344,needs_review,True,0.8581,1.8000,6,713,
49ers,68c3171f72b84cf1a1f2872860379815,1c6bb329-0b00-42d0-b838-94341420b642,1c6bb329-0b00-42d0-b838-94341420b642,needs_review,True,0.9707,3.5000,3,278,
4hero,0f496c2ed7a045789b9996363f1585ba,3d05eb8b-1644-4143-9a61-b28e33c4d85f,3d05eb8b-1644-4143-9a61-b28e33c4d85f,needs_review,True,0.8581,1.8000,4,378,
5 Seconds of Summer,e6b5faf279814a28b8ae5f2df5739ddc,830e5c4e-6b7d-431d-86ab-00c751281dc5,830e5c4e-6b7d-431d-86ab-00c751281dc5,needs_review,True,0.9707,3.5000,3,288,
50 Cent,370d6d1708354769b51eee3c752ec3b5,8e68819d-71be-4e7d-b41d-f1df81b01d3f,8e68819d-71be-4e7d-b41d-f1df81b01d3f,needs_review,True,0.9707,3.5000,4,390,
54-40,9125859c0c1e4fe5815c339adeb485d9,46eca540-5d16-4115-88dd-ac8a2b571f62,46eca540-5d16-4115-88dd-ac8a2b571f62,needs_review,True,0.8581,1.8000,4,331,
67 Special,e34fd9af662540b385dc0560a4985308,3d95a7ef-d055-4f32-9176-49ff272e0304,3d95a7ef-d055-4f32-9176-49ff272e0304,needs_review,True,0.9707,3.5000,3,274,
69 Boyz,1c9a738e259245d7887343780b5dec36,4b585f70-385c-4d55-871b-24ac1b1622e9,4b585f70-385c-4d55-871b-24ac1b1622e9,needs_review,True,0.8581,1.8000,4,387,
6LACK,869afc74126f4cb6a456080f78519d35,07832b42-8826-4ab1-acd3-c49a2f595ffe,07832b42-8826-4ab1-acd3-c49a2f595ffe,needs_review,True,0.5000,0.0000,17,1432,
7 Aurelius,687fec27e1454ad3b4c5780358953547,260c1a9e-f608-4f9f-a739-28de30c94ee8,260c1a9e-f608-4f9f-a739-28de30c94ee8,needs_review,True,0.9707,3.5000,4,431,
702,450ffdc932cc4ccea1281e9e80dbf598,4822d466-5c1f-4e04-80e9-e33e8295c26b,4822d466-5c1f-4e04-80e9-e33e8295c26b,needs_review,True,0.9707,3.5000,4,454,
740 Boyz,8dd4c7522fc54ede922ee6ba9cad025f,82cb0c73-7f85-4cae-a9ad-3fcf046b6ad7,82cb0c73-7f85-4cae-a9ad-3fcf046b6ad7,needs_review,True,0.9707,3.5000,4,418,
7Horse,a44464480b5d4aabbb932796e60fb0e2,b984c827-6945-42b0-be28-04b6452814f2,b984c827-6945-42b0-be28-04b6452814f2,needs_review,True,0.9707,3.5000,3,272,
808 State,1e92da1b06d0494f9947d3c71275795c,36f35db0-bc09-43e7-8650-a123224943c7,36f35db0-bc09-43e7-8650-a123224943c7,needs_review,True,0.9707,3.5000,3,301,
88-Keys,60e814f8b0ea4cb4a2672573fef2b127,f9dbc073-21a9-4ad2-b19d-891e9a01dc1c,f9dbc073-21a9-4ad2-b19d-891e9a01dc1c,needs_review,True,0.9707,3.5000,4,465,
8mm,8c9adff90c1341b3aeb673088da3288c,8a661dc0-6591-4069-ad7f-8f46312b34aa,8a661dc0-6591-4069-ad7f-8f46312b34aa,needs_review,True,0.8581,1.8000,11,1381,
911,4065ab9e09354cbda5ebb52450b543c5,d71881a2-a7b7-4fcb-b15d-ff52463a04db,d71881a2-a7b7-4fcb-b15d-ff52463a04db,needs_review,True,0.9707,3.5000,3,274,
94Skrt,451b03f887d1449881ba247b571cb7c9,82eecae1-160c-47c5-9e64-89037c031ea0,82eecae1-160c-47c5-9e64-89037c031ea0,needs_review,True,0.9707,3.5000,4,436,
99 Souls,5f94659fd43b4245a3664613b37141e5,bdedefa9-ba6e-475b-82ef-16d2f4b92f7f,bdedefa9-ba6e-475b-82ef-16d2f4b92f7f,needs_review,True,0.8581,1.8000,4,378,
999,15ca66a7d71e4cc59207953122110f17,90967f7a-dccf-43f8-a212-e84b34e24a7d,90967f7a-dccf-43f8-a212-e84b34e24a7d,needs_review,True,0.9707,3.5000,3,299,
9th Wonder,ff76b0ba3a9b48f9929f9b4fbee0dc08,48513f24-37d5-423f-b9b7-2b712af7f50d,48513f24-37d5-423f-b9b7-2b712af7f50d,needs_review,True,0.8581,1.8000,6,670,
? and the Mysterians,cd0e9a8695eb40d4ab1303c0d95a53c7,912fcb75-fa16-49e6-9e19-becf0f7dea4d,912fcb75-fa16-49e6-9e19-becf0f7dea4d,needs_review,True,0.9707,3.5000,3,276,
?uestlove,d3fbb7c7b5734e6aaebce7f4edc91223,9436fbf8-5498-43e9-9a8d-eccbe53df6ad,9436fbf8-5498-43e9-9a8d-eccbe53df6ad,needs_review,True,0.9707,3.5000,4,412,
a balladeer,be4f163f6a4145c181e21aa739f9f8a3,8cb0ebc9-db95-4748-81df-8e1e24e70541,8cb0ebc9-db95-4748-81df-8e1e24e70541,needs_review,True,0.8581,1.8000,5,429,
A Brand,ba29b469c3e64fe3b8e6e0fbbe229296,d4ca1e30-6a04-4555-9a84-47532c8fdab1,d4ca1e30-6a04-4555-9a84-47532c8fdab1,needs_review,True,0.8581,1.8000,4,327,
A Certain Ratio,d4bc5ebac7f749448dca15c45654de82,73577e86-4da8-4d76-949d-34c757e053be,73577e86-4da8-4d76-949d-34c757e053be,needs_review,True,0.9707,3.5000,3,267,
A Fine Frenzy,e5976421a67c4f759aefa3040ccee5b9,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,auto_accept,True,0.9707,3.5000,4,570,
A Flock Of Seagulls,e68e85a6027c4e51883a6a47aa637195,aaa436da-b331-4e58-a0fd-3d64d090c120,aaa436da-b331-4e58-a0fd-3d64d090c120,needs_review,True,0.9707,3.5000,3,335,
A Girl Called Eddy,c2bfb0bdda564f378f21f67b61d1b5ef,9e2ad889-2ca0-4f7a-8e57-1ad4ac59c40c,9e2ad889-2ca0-4f7a-8e57-1ad4ac59c40c,needs_review,True,0.8581,1.8000,4,332,
A Great Big World,33dfd366983c4be7878b9814e37408b9,6958e806-1e14-4844-a0a7-07a27756aa0f,6958e806-1e14-4844-a0a7-07a27756aa0f,needs_review,True,0.8581,1.8000,5,546,
A Guy Called Gerald,bdcdfbed7cd746589bee9316aac7f818,b343730d-a34e-44d5-9191-a83f00231716,b343730d-a34e-44d5-9191-a83f00231716,needs_review,True,0.9707,3.5000,3,262,
A Man Called Adam,95dc696735124206a425b61d5f74d014,b4265534-cf8f-4a8f-827d-fc490ccd15b8,b4265534-cf8f-4a8f-827d-fc490ccd15b8,needs_review,True,0.8581,1.8000,4,402,
A New Funky Generation,4a0568b1cd384923828232620fcf582d,a4f478db-7e4f-4d85-b676-14619b0e838a,a4f478db-7e4f-4d85-b676-14619b0e838a,needs_review,True,0.9707,3.5000,3,272,
A R I Z O N A,a0cf268926524ac3abe478190afa08ad,46b9c1ea-a7d1-49fc-a3b9-3a95a33f3a19,46b9c1ea-a7d1-49fc-a3b9-3a95a33f3a19,needs_review,True,0.8581,1.8000,4,346,
A Taste of Honey,270ab65309b2438f93f3e72d73b105c7,8fb61843-e724-41b4-86bd-6e3b3dfe9c6e,8fb61843-e724-41b4-86bd-6e3b3dfe9c6e,needs_review,True,0.8581,1.8000,4,482,
A Touch of Class,73033d17d2c14326856faa3ad6c2f7ae,408b2a33-d229-46a5-a361-0667bc616e34,408b2a33-d229-46a5-a361-0667bc616e34,needs_review,True,0.5000,0.0000,57,6250,
A Tribe Called Quest,773e0303f4374e2f91e8a01a83b7223d,9689aa5a-4471-4fb4-9721-07cecda0fa9f,9689aa5a-4471-4fb4-9721-07cecda0fa9f,needs_review,True,0.8581,1.8000,4,391,
A Tribute Russian National Anthem,2b7976a02fa94b0ea55b6955853af334,,,needs_review,,0.0000,0.0000,6,335,
A Vision of Panorama,67a76336a97a4e0e9dc9a81c7096ef70,796a4c81-1f08-4a2c-8858-fcd490ee6ee5,796a4c81-1f08-4a2c-8858-fcd490ee6ee5,needs_review,True,0.9707,3.5000,3,259,
A Winged Victory For The Sullen,4b2b159658074a519bffe19676c2ef34,67c179d3-f358-43bf-8ecc-d9c560878b65,67c179d3-f358-43bf-8ecc-d9c560878b65,needs_review,True,0.8581,1.8000,4,347,
A$AP Rocky,18e540e97d644048812b140d32795a49,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,needs_review,True,0.9707,3.5000,4,619,
A*M*E,32be426d323f4700b45d6113eca87579,dd5dd008-3d53-4e8c-abd7-7fffd013908f,dd5dd008-3d53-4e8c-abd7-7fffd013908f,needs_review,True,0.9707,3.5000,33,2955,
A+,d85ae0874d7b43dd923742f077e40416,15bffe48-11d1-4926-b8ab-84f5350b56c4,89ad4ac3-39f7-470e-963a-56509c546377,needs_review,False,0.5000,0.0000,59,7045,
a-ha,a19dfa993d634525882cb1d45b004269,7364dea6-ca9a-48e3-be01-b44ad0d19897,7364dea6-ca9a-48e3-be01-b44ad0d19897,auto_accept,True,0.9707,3.5000,3,516,
A-Minor,54ed2d5d0e414cadab058132d1a4392f,d436b827-c5e4-4c30-853c-b1b86e7d5ee8,d436b827-c5e4-4c30-853c-b1b86e7d5ee8,needs_review,True,0.5000,0.0000,18,1602,
A-Plus,ebb5775223e1486fadeb18ad3acae7c5,f52456a6-3c44-45ff-b953-a7cb4c14829b,f52456a6-3c44-45ff-b953-a7cb4c14829b,needs_review,True,0.8581,1.8000,13,1375,
A. Ant,d28259146c894df9aa751e0a548af0d6,,,needs_review,,0.0000,0.0000,6,605,
A. E. Bell,b6fccee16372438780efbc3ab729623a,af19a24c-4964-43f6-9d38-901e28e9853e,af19a24c-4964-43f6-9d38-901e28e9853e,needs_review,True,0.9707,3.5000,4,444,
A. Emmett Adams,4f9885624cfb4908a46e769423a0d219,bdc4b263-6a3f-46bc-a8a4-6bde1026efa8,bdc4b263-6a3f-46bc-a8a4-6bde1026efa8,needs_review,True,0.9707,3.5000,4,403,
A. Frank Beddoe,23f056c027de4650a1ce14e6b6b3eb81,f2dc7eaa-55e4-4033-be2d-891727a8daba,f2dc7eaa-55e4-4033-be2d-891727a8daba,needs_review,True,0.9707,3.5000,4,382,
A. G. Cook,dd0a7b3caf804409b1f7bbf91cdf0cbb,b12ef43e-72ad-43d0-b216-a8cd32f78852,b12ef43e-72ad-43d0-b216-a8cd32f78852,needs_review,True,0.5000,0.0000,20,2098,
A. Gilbert,51d94d67615a4acb9c8f7df092f28220,32f02e42-758f-4911-bcf5-ce6c31578384,32f02e42-758f-4911-bcf5-ce6c31578384,needs_review,True,0.5000,0.0000,75,7736,
A. Glass,fd9700ea79be4fd39220a1ae036c9688,90ebfb0f-c572-4da9-b6e7-87281ba55129,90ebfb0f-c572-4da9-b6e7-87281ba55129,needs_review,True,0.5000,0.0000,42,4065,
A. Ingram,c197caa5e5574bf7b98c069669dc9dcf,f860caaa-ffe4-4266-ab69-ef6040d0836f,f860caaa-ffe4-4266-ab69-ef6040d0836f,needs_review,True,0.5000,0.0000,54,5830,
A. Ivey,c69d462c2552469fb2a37f3f5d63d309,cc30e630-8c75-4d78-b205-8e2edc6bdaa7,cc30e630-8c75-4d78-b205-8e2edc6bdaa7,needs_review,True,0.9707,3.5000,4,737,
A. K. Paul,a384e956e8874094a17a1b802eb877dc,e652aad1-ed4f-4713-8a06-b4246cfd1a5e,e652aad1-ed4f-4713-8a06-b4246cfd1a5e,needs_review,True,0.9707,3.5000,4,496,
A. Payne,0dae5d24feb844099862b9603b40a9a9,,,needs_review,,0.0000,0.0000,6,477,
A. Peoples,1e60b5a29cc74858b6081bfc91cd33c3,d0b90925-7887-415e-999b-8017c4180e3e,d0b90925-7887-415e-999b-8017c4180e3e,needs_review,True,0.5000,0.0000,83,9139,
A. R. Rahman,705023d84c874867886cf05a0ed1e1ef,e0bba708-bdd3-478d-84ea-c706413bedab,e0bba708-bdd3-478d-84ea-c706413bedab,needs_review,True,0.9707,3.5000,3,301,
A. Saunderson,70c2e08c950744a8ad434e7d0549fb15,,,needs_review,,0.0000,0.0000,6,492,
A. Young,5102b26e99e148858411341d75c5e284,8737eeb4-4f67-4244-bb25-f704e8590c5c,5f6ab597-f57a-40da-be9e-adad48708203,needs_review,False,0.8581,1.8000,15,1559,
A.B. Original,8e9a99852fd543bb882af3d53b920969,4a157fe9-8d0e-44c5-9483-a827812f9ae5,4a157fe9-8d0e-44c5-9483-a827812f9ae5,needs_review,True,0.5000,0.0000,29,3001,
A.C. Boutsen,b702148aada94c6a84de78f113cbbe51,ec7692cd-2de7-4b15-858d-638731d03867,ec7692cd-2de7-4b15-858d-638731d03867,needs_review,True,0.9707,3.5000,4,420,
A.C. Moohah Williams,9b96c6ebf2df417c8312ec7cae83bdb0,965b0fc8-78a3-4734-b583-e786e14b9b7c,965b0fc8-78a3-4734-b583-e786e14b9b7c,needs_review,True,0.9707,3.5000,4,554,
A.C. Newman,3c215c81e3b2477d96ca640dc0c31c04,bb40af12-0dfd-4a53-bfe1-666a9e49dfb2,bb40af12-0dfd-4a53-bfe1-666a9e49dfb2,needs_review,True,0.9707,3.5000,3,272,
A.GIRL,37bd4e49d20e4bad98e849d23d0b6c87,26ba56e3-0fc0-4071-878c-c709b868c031,26ba56e3-0fc0-4071-878c-c709b868c031,needs_review,True,0.5000,0.0000,12,1156,
A.P. Carter,8e07d01cbef248a7871a8610952bf85d,fe4efbf0-96b1-4219-af3a-70ce1b288f88,fe4efbf0-96b1-4219-af3a-70ce1b288f88,needs_review,True,0.9707,3.5000,4,457,
A.R.E. Weapons,503c030926e64f33a7a7868a8e99a707,a276eaec-e626-4d87-b47c-0bc2498ca24b,a276eaec-e626-4d87-b47c-0bc2498ca24b,needs_review,True,0.5000,0.0000,7,485,
A.S. Govere,fba17624a678488081b353697a851812,0272d830-d922-413a-851b-ee90f8823df7,0272d830-d922-413a-851b-ee90f8823df7,needs_review,True,0.9707,3.5000,4,494,
A1,31d9c88b391048909da9b115aded65e2,dfd8ee47-6169-403a-be9e-31c75293280e,dfd8ee47-6169-403a-be9e-31c75293280e,needs_review,True,0.9707,3.5000,5,550,
A1 LaFlare,f8ea1bbd63694b51a348d3150cc950e5,5f8e0e4a-15b2-4d2a-ac6e-f8f58b004d1b,5f8e0e4a-15b2-4d2a-ac6e-f8f58b004d1b,needs_review,True,0.9707,3.5000,4,382,
A1 x J1,782a397e2b9440d1bb1ec5bd172286a3,df00b87c-592a-4497-bc9d-a3674bc9b5f1,df00b87c-592a-4497-bc9d-a3674bc9b5f1,needs_review,True,0.9707,3.5000,3,326,
A7S,8c9cf5d6153d48209e5009c4712cf0bc,bcb31fac-a9ee-49ab-bbfe-36b4a4898128,bcb31fac-a9ee-49ab-bbfe-36b4a4898128,needs_review,True,0.9707,3.5000,3,249,
Aaliyah,4ab35ea5fe31427b9770ab66ad2ee2a0,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,needs_review,True,0.9707,3.5000,4,406,
Aaron 'Pinetop' Sparks,bc5e7c417d724274aaac3b47ba8eb38f,,e951b6de-f90b-4fdf-a422-894210eeefd2,needs_review,,0.9707,3.5000,4,450,
Aaron Accetta,333c7d64c0db4338bc49524fa8c0996e,ec148a1f-3758-40a5-972a-99ed7a39b2dd,ec148a1f-3758-40a5-972a-99ed7a39b2dd,needs_review,True,0.9707,3.5000,4,511,
Aaron Bay-Schuck,c347171e9fb64715a00d7e856e6dd197,82665476-af68-480f-8afb-439d823a1ceb,82665476-af68-480f-8afb-439d823a1ceb,needs_review,True,0.9707,3.5000,4,564,
Aaron Comess,9f6ac9a5e6a14adda5d794f9aa9f66fe,3d2c48c5-15ef-49c1-9590-98b7b68bb82f,3d2c48c5-15ef-49c1-9590-98b7b68bb82f,needs_review,True,0.9707,3.5000,4,700,
Aaron Copland,4e2f701129a843b0b6a2dd8da13e7757,aad3af83-5b59-4b86-a569-1a8409149b09,aad3af83-5b59-4b86-a569-1a8409149b09,needs_review,True,0.8581,1.8000,6,639,
Aaron Dessner,ef4013f9678543c681f67417f5d7abaa,1890e726-4817-42f4-92e7-ca78bef6692a,1890e726-4817-42f4-92e7-ca78bef6692a,needs_review,True,0.9707,3.5000,4,415,
Aaron Embry,e8b224458a88435da6f5d0f0dde9fb84,6a1e1b38-762d-4e02-9450-94f9b415b2c9,6a1e1b38-762d-4e02-9450-94f9b415b2c9,needs_review,True,0.9707,3.5000,3,268,
Aaron Evers,ecec2c01c0d54d62b8650bf223c3db71,c05227bd-e7bb-4d31-8c6c-29ad25d2ed77,c05227bd-e7bb-4d31-8c6c-29ad25d2ed77,needs_review,True,0.9707,3.5000,4,331,
Aaron Farand Phillips,1faed3178f314da2b3939183096a005b,c9540903-fb29-4429-9184-9f30ab3ab047,c9540903-fb29-4429-9184-9f30ab3ab047,needs_review,True,0.9707,3.5000,4,470,
Aaron Fletcher,6a88176fc5af43d8bf6ac0c627b5ba1a,a26c925b-6b0b-4791-92ae-09af2cb1a0a1,a26c925b-6b0b-4791-92ae-09af2cb1a0a1,needs_review,True,0.9707,3.5000,6,671,
Aaron Horn,43eee3a3d2764b899b338c817c680115,2aae288b-0be9-4520-a0f5-d3ff5cac8cfe,2aae288b-0be9-4520-a0f5-d3ff5cac8cfe,needs_review,True,0.9707,3.5000,4,468,
Aaron Huffman,e33f9feb56cd48c38e6125cfdc0bd2ea,a2a4dd4e-f53c-4693-a8f4-a29ec8c496c1,a2a4dd4e-f53c-4693-a8f4-a29ec8c496c1,needs_review,True,0.5000,0.0000,20,2036,
Aaron Jerome,6bfc9e071cc34deca33af879f803ddf1,af9fa15f-2969-42ba-bfc2-f8a3b726dd5c,af9fa15f-2969-42ba-bfc2-f8a3b726dd5c,needs_review,True,0.9707,3.5000,5,503,
Aaron Kamin,0b0c5449313e4cee9aa8d2d4dda47630,e722dcbd-1df3-4eed-afcf-1e0475fa1161,e722dcbd-1df3-4eed-afcf-1e0475fa1161,needs_review,True,0.9707,3.5000,4,524,
Aaron Neville,f3c2713031be4129affc8a99a5ea2665,2f53411b-ec29-4979-aa46-62786a2bb377,2f53411b-ec29-4979-aa46-62786a2bb377,needs_review,True,0.8581,1.8000,5,634,
Aaron Perrino,ddccd65028cc473a971f91f1b7292240,c720d7aa-cef4-44d1-a285-e6d346644241,c720d7aa-cef4-44d1-a285-e6d346644241,needs_review,True,0.5000,0.0000,7,424,
Aaron Raitiere,0e17e756912742a9b1f6ebd15318f14e,17ca5683-6172-4bf6-9817-823289ce5d49,17ca5683-6172-4bf6-9817-823289ce5d49,needs_review,True,0.9707,3.5000,4,439,
